team,game,desc,date,opp,all_gf,all_ga,length,pts,sit,toi,gf,ga,cf,ca,ff,fa,sf,sa
jackets,59,Blue Jackets 2 at Devils 5,2014-02-27,devils,2,5,reg,0,5v5,47.6,2,1,37,42,28,38,17,28
jackets,60,Panthers 3 at Blue Jackets 6,2014-03-01,panthers,6,3,reg,2,5v5,44.8,0,3,36,38,31,23,26,15
jackets,61,Blue Jackets 2 at Maple Leafs 1,2014-03-03,leafs,2,1,reg,2,5v5,52.5,2,1,60,47,43,36,31,25
jackets,62,Stars 2 at Blue Jackets 4,2014-03-04,stars,4,2,reg,2,5v5,47.6,3,1,28,38,20,27,15,20
jackets,63,Blue Jackets 1 at Blackhawks 6,2014-03-06,blackhawks,1,6,reg,0,5v5,48.6,1,4,29,42,24,31,19,25
jackets,64,Blue Jackets 1 at Predators 0,2014-03-08,predators,1,0,reg,2,5v5,46.1,1,0,41,44,34,29,26,21
jackets,65,Red Wings 1 at Blue Jackets 4,2014-03-11,wings,4,1,reg,2,5v5,45.9,4,1,45,45,36,37,31,30
jackets,66,Sharks 4 at Blue Jackets 3 (SO),2014-03-13,sharks,3,4,SO,1,5v5,50.8,2,2,55,37,40,27,31,22
jackets,67,Blue Jackets 2 at Wild 1 (SO),2014-03-15,wild,2,1,SO,2,5v5,58.0,1,1,47,49,39,40,28,30
jackets,68,Hurricanes 3 at Blue Jackets 1,2014-03-18,hurricanes,1,3,reg,0,5v5,42.5,0,2,62,20,48,15,40,10
jackets,69,Blue Jackets 3 at Canadiens 2,2014-03-20,canadiens,3,2,reg,2,5v5,38.2,2,1,45,37,37,26,25,18
jackets,70,Rangers 3 at Blue Jackets 1,2014-03-21,rangers,1,3,reg,0,5v5,46.1,1,2,46,39,32,28,24,21
jackets,71,Blue Jackets 0 at Islanders 2,2014-03-23,islanders,0,2,reg,0,5v5,39.1,0,1,40,33,32,32,27,23
jackets,72,Red Wings 2 at Blue Jackets 4,2014-03-25,wings,4,2,reg,2,5v5,48.8,1,2,39,41,29,32,24,25
jackets,73,Penguins 2 at Blue Jackets 1,2014-03-28,penguins,1,2,reg,0,5v5,43.1,0,2,39,44,35,34,24,26
jackets,74,Blue Jackets 3 at Hurricanes 2 (OT),2014-03-29,hurricanes,3,2,OT,2,5v5,53.4,2,1,47,49,35,33,27,22
jackets,75,Avalanche 3 at Blue Jackets 2 (OT),2014-04-01,avalanche,2,3,OT,1,5v5,56.0,2,2,45,42,35,31,21,24
jackets,76,Blue Jackets 2 at Flyers 0,2014-04-03,flyers,2,0,reg,2,5v5,43.2,1,0,44,49,33,32,21,26
jackets,77,Blackhawks 4 at Blue Jackets 3,2014-04-04,blackhawks,3,4,reg,0,5v5,52.6,2,3,38,48,24,39,19,32
jackets,78,Islanders 0 at Blue Jackets 4,2014-04-06,islanders,4,0,reg,2,5v5,47.4,1,0,33,41,28,32,22,27
jackets,79,Coyotes 3 at Blue Jackets 4 (OT),2014-04-08,coyotes,4,3,OT,2,5v5,53.0,3,2,50,46,33,33,26,26
jackets,80,Blue Jackets 3 at Stars 1,2014-04-09,stars,3,1,reg,2,5v5,43.0,1,0,31,44,22,30,18,22
jackets,81,Blue Jackets 2 at Lightning 3,2014-04-11,lightning,2,3,reg,0,5v5,47.8,1,2,47,39,33,32,24,19
jackets,82,Blue Jackets 3 at Panthers 2,2014-04-12,panthers,3,2,reg,2,5v5,39.3,1,1,38,31,30,27,24,22
stars,1,Panthers 4 at Stars 2,2013-10-03,panthers,2,4,reg,0,5v5,45.5,1,3,51,41,33,34,25,28
stars,2,Capitals 1 at Stars 2,2013-10-05,capitals,2,1,reg,2,5v5,51.7,2,0,45,40,37,28,20,20
stars,3,Stars 4 at Jets 1,2013-10-11,jets,4,1,reg,2,5v5,43.0,2,0,37,46,31,36,24,26
stars,4,Stars 1 at Wild 5,2013-10-12,wild,1,5,reg,0,5v5,49.9,0,3,32,50,22,37,13,27
stars,5,Stars 2 at Avalanche 3,2013-10-15,avalanche,2,3,reg,0,5v5,46.2,1,2,41,38,34,26,28,22
stars,6,Sharks 3 at Stars 4 (SO),2013-10-17,sharks,4,3,SO,2,5v5,47.0,3,3,48,56,33,38,22,18
stars,7,Stars 2 at Kings 5,2013-10-19,kings,2,5,reg,0,5v5,42.7,2,3,35,56,31,39,21,25
stars,8,Stars 3 at Ducks 6,2013-10-20,ducks,3,6,reg,0,5v5,44.2,2,3,48,46,36,35,23,27
stars,9,Flames 1 at Stars 5,2013-10-24,flames,5,1,reg,2,5v5,50.0,5,1,54,53,45,36,29,26
stars,10,Jets 2 at Stars 1 (SO),2013-10-26,jets,1,2,SO,1,5v5,49.3,1,0,56,53,44,41,31,27
stars,11,Stars 4 at Sabres 3,2013-10-28,sabres,4,3,reg,2,5v5,48.4,3,2,35,34,26,23,18,17
stars,12,Stars 1 at Canadiens 2,2013-10-29,canadiens,1,2,reg,0,5v5,49.7,1,2,57,39,31,31,24,18
stars,13,Avalanche 3 at Stars 2 (OT),2013-11-01,avalanche,2,3,OT,1,5v5,48.9,2,2,54,34,37,25,22,15
stars,14,Stars 4 at Senators 3 (SO),2013-11-03,senators,4,3,SO,2,5v5,46.1,3,1,45,44,37,31,30,23
stars,15,Stars 3 at Bruins 2 (SO),2013-11-05,bruins,3,2,SO,2,5v5,46.0,1,2,39,44,34,30,27,23
stars,16,Stars 4 at Red Wings 3 (OT),2013-11-07,wings,4,3,OT,2,5v5,56.4,2,3,32,39,27,34,20,27
stars,17,Blackhawks 5 at Stars 2,2013-11-09,blackhawks,2,5,reg,0,5v5,48.3,2,3,52,44,36,32,23,29
stars,18,Stars 3 at Oilers 0,2013-11-13,oilers,3,0,reg,2,5v5,41.0,1,0,41,25,29,19,14,14
stars,19,Stars 7 at Flames 3,2013-11-14,flames,7,3,reg,2,5v5,51.0,6,1,59,43,41,31,28,15
stars,20,Stars 2 at Canucks 1,2013-11-17,canucks,2,1,reg,2,5v5,47.7,2,0,38,58,30,40,21,27
stars,21,Rangers 3 at Stars 2,2013-11-21,rangers,2,3,reg,0,5v5,48.6,1,2,66,49,49,41,31,22
stars,22,Stars 1 at Blues 6,2013-11-23,blues,1,6,reg,0,5v5,49.7,1,5,52,38,40,31,29,23
stars,23,Ducks 3 at Stars 6,2013-11-26,ducks,6,3,reg,2,5v5,50.3,5,2,47,52,39,40,26,27
stars,24,Blackhawks 2 at Stars 1 (SO),2013-11-29,blackhawks,1,2,SO,1,5v5,54.0,1,1,44,51,34,30,26,23
stars,25,Oilers 3 at Stars 2 (SO),2013-12-01,oilers,2,3,SO,1,5v5,39.7,1,2,49,39,35,27,33,18
stars,26,Stars 4 at Blackhawks 3,2013-12-03,blackhawks,4,3,reg,2,5v5,48.5,2,2,30,70,23,52,15,43
stars,27,Stars 2 at Maple Leafs 3 (OT),2013-12-05,leafs,2,3,OT,1,5v5,47.4,1,1,63,33,49,25,32,16
stars,28,Flyers 1 at Stars 5,2013-12-07,flyers,5,1,reg,2,5v5,40.1,4,1,36,45,30,26,23,16
stars,29,Blackhawks 6 at Stars 2,2013-12-10,blackhawks,2,6,reg,0,5v5,43.8,2,4,42,44,29,33,17,23
stars,30,Stars 1 at Predators 3,2013-12-12,predators,1,3,reg,0,5v5,51.1,1,0,50,38,35,31,25,27
stars,31,Stars 6 at Jets 4,2013-12-14,jets,6,4,reg,2,5v5,42.9,4,3,40,48,29,33,23,24
stars,32,Stars 2 at Avalanche 6,2013-12-16,avalanche,2,6,reg,0,5v5,42.4,1,6,42,52,29,42,22,33
stars,33,Avalanche 2 at Stars 3,2013-12-17,avalanche,3,2,reg,2,5v5,40.4,2,0,45,27,33,19,20,13
stars,34,Canucks 1 at Stars 4,2013-12-19,canucks,4,1,reg,2,5v5,46.0,4,1,46,40,31,29,22,20
stars,35,Stars 2 at Sharks 3 (SO),2013-12-21,sharks,2,3,SO,1,5v5,50.0,2,2,60,45,50,35,38,28
stars,36,Stars 5 at Kings 2,2013-12-23,kings,5,2,reg,2,5v5,49.6,3,0,34,55,25,43,17,23
stars,37,Predators 1 at Stars 4,2013-12-27,predators,4,1,reg,2,5v5,47.8,4,1,53,55,40,43,29,26
stars,38,Blues 3 at Stars 2 (OT),2013-12-29,blues,2,3,OT,1,5v5,52.1,1,1,54,37,33,27,21,18
stars,39,Kings 2 at Stars 3,2013-12-31,kings,3,2,reg,2,5v5,46.4,1,1,38,42,28,29,21,16
stars,40,Canadiens 6 at Stars 4,2014-01-02,canadiens,4,6,reg,0,5v5,47.6,2,3,55,42,38,30,23,22
stars,41,Red Wings 5 at Stars 1,2014-01-04,wings,1,5,reg,0,5v5,41.8,0,5,63,39,47,29,31,19
stars,42,Stars 3 at Islanders 7,2014-01-06,islanders,3,7,reg,0,5v5,45.8,2,3,24,47,19,35,14,28
stars,43,Stars 0 at Devils 1,2014-01-09,devils,0,1,reg,0,5v5,49.4,0,1,38,41,25,37,21,31
stars,44,Stars 2 at Rangers 3,2014-01-10,rangers,2,3,reg,0,5v5,53.3,2,2,52,51,42,38,25,30
stars,45,Islanders 4 at Stars 2,2014-01-12,islanders,2,4,reg,0,5v5,50.5,2,3,52,63,42,45,28,29
stars,46,Oilers 2 at Stars 5,2014-01-14,oilers,5,2,reg,2,5v5,54.0,3,1,53,54,40,40,27,27
stars,47,Bruins 4 at Stars 2,2014-01-16,bruins,2,4,reg,0,5v5,40.0,0,2,37,53,26,40,18,29
stars,48,Stars 2 at Wild 3 (OT),2014-01-18,wild,2,3,OT,1,5v5,47.2,1,2,50,27,37,17,22,11
stars,49,Stars 1 at Predators 4,2014-01-20,predators,1,4,reg,0,5v5,52.3,0,4,59,36,47,24,33,19
stars,50,Wild 0 at Stars 4,2014-01-21,wild,4,0,reg,2,5v5,40.2,1,0,43,34,31,24,22,14
stars,51,Maple Leafs 1 at Stars 7,2014-01-23,leafs,7,1,reg,2,5v5,46.5,4,1,43,41,33,30,20,24
stars,52,Penguins 0 at Stars 3,2014-01-25,penguins,3,0,reg,2,5v5,46.8,1,0,40,39,28,24,18,17
stars,53,Avalanche 4 at Stars 3,2014-01-27,avalanche,3,4,reg,0,5v5,48.4,2,3,51,37,37,25,32,19
stars,54,Devils 3 at Stars 2 (OT),2014-01-30,devils,2,3,OT,1,5v5,48.4,1,1,30,34,19,26,11,16
stars,55,Stars 2 at Ducks 0,2014-02-01,ducks,2,0,reg,2,5v5,45.3,1,0,42,39,35,29,22,20
stars,56,Stars 3 at Coyotes 1,2014-02-04,coyotes,3,1,reg,2,5v5,48.4,1,1,45,56,35,40,31,25
stars,57,Stars 1 at Sharks 2 (OT),2014-02-05,sharks,1,2,OT,1,5v5,51.9,1,1,38,50,24,32,18,18
stars,58,Coyotes 1 at Stars 2,2014-02-08,coyotes,2,1,reg,2,5v5,44.4,2,0,54,31,40,24,22,17
stars,59,Hurricanes 1 at Stars 4,2014-02-27,hurricanes,4,1,reg,2,5v5,34.4,1,1,34,33,24,25,15,21
stars,60,Lightning 4 at Stars 2,2014-03-01,lightning,2,4,reg,0,5v5,47.8,2,4,66,36,45,28,30,19
stars,61,Sabres 2 at Stars 3,2014-03-03,sabres,3,2,reg,2,5v5,46.0,2,2,54,40,41,32,25,19
stars,62,Stars 2 at Blue Jackets 4,2014-03-04,jackets,2,4,reg,0,5v5,47.6,1,3,38,28,27,20,20,15
stars,63,Canucks 1 at Stars 6,2014-03-06,canucks,6,1,reg,2,5v5,40.9,4,0,36,41,25,30,18,21
stars,64,Wild 3 at Stars 4,2014-03-08,wild,4,3,reg,2,5v5,42.0,2,1,49,49,37,39,24,25
stars,65,Stars 3 at Blues 2 (OT),2014-03-11,blues,3,2,OT,2,5v5,49.4,1,2,41,44,35,30,25,22
stars,66,Flames 4 at Stars 3 (SO),2014-03-14,flames,3,4,SO,1,5v5,56.4,3,2,46,65,37,46,24,28
stars,67,Stars 2 at Jets 7,2014-03-16,jets,2,7,reg,0,5v5,46.8,2,6,41,51,28,34,23,28
stars,68,Stars 1 at Penguins 5,2014-03-18,penguins,1,5,reg,0,5v5,48.0,1,4,48,42,35,34,24,25
stars,69,Stars 2 at Flyers 4,2014-03-20,flyers,2,4,reg,0,5v5,50.4,1,3,51,53,35,33,27,23
stars,70,Senators 1 at Stars 3,2014-03-22,senators,3,1,reg,2,5v5,40.2,2,1,57,42,42,32,33,19
stars,71,Jets 1 at Stars 2,2014-03-24,jets,2,1,reg,2,5v5,47.0,0,0,36,51,26,35,20,27
stars,72,Stars 2 at Blackhawks 4,2014-03-25,blackhawks,2,4,reg,0,5v5,52.8,2,2,44,48,36,42,25,36
stars,73,Predators 3 at Stars 7,2014-03-28,predators,7,3,reg,2,5v5,56.7,6,3,48,64,33,46,28,27
stars,74,Stars 4 at Blues 2,2014-03-29,blues,4,2,reg,2,5v5,46.0,4,0,30,47,26,35,21,28
stars,75,Stars 5 at Capitals 0,2014-04-01,capitals,5,0,reg,2,5v5,45.7,4,0,45,51,38,34,31,24
stars,76,Stars 1 at Hurricanes 4,2014-04-03,hurricanes,1,4,reg,0,5v5,45.2,1,2,48,42,35,34,27,26
stars,77,Stars 5 at Lightning 2,2014-04-05,lightning,5,2,reg,2,5v5,37.4,5,2,30,37,26,32,18,23
stars,78,Stars 2 at Panthers 3,2014-04-06,panthers,2,3,reg,0,5v5,47.1,1,3,37,42,31,30,23,22
stars,79,Predators 2 at Stars 3 (SO),2014-04-08,predators,3,2,SO,2,5v5,55.6,2,2,49,59,35,41,23,28
stars,80,Blue Jackets 3 at Stars 1,2014-04-09,jackets,1,3,reg,0,5v5,43.0,0,1,44,31,30,22,22,18
stars,81,Blues 0 at Stars 3,2014-04-11,blues,3,0,reg,2,5v5,43.8,2,0,56,33,44,26,28,15
stars,82,Stars 1 at Coyotes 2,2014-04-13,coyotes,1,2,reg,0,5v5,47.0,0,2,17,45,14,35,9,25
wings,1,Sabres 1 at Red Wings 2,2013-10-02,sabres,2,1,reg,2,5v5,41.2,2,1,43,20,36,14,27,11
wings,2,Red Wings 3 at Hurricanes 2 (OT),2013-10-04,hurricanes,3,2,OT,2,5v5,47.1,1,1,53,44,38,32,26,20
wings,3,Red Wings 1 at Bruins 4,2013-10-05,bruins,1,4,reg,0,5v5,49.9,1,2,42,45,31,38,23,29
wings,4,Coyotes 4 at Red Wings 2,2013-10-10,coyotes,2,4,reg,0,5v5,51.0,2,3,40,49,31,46,25,34
wings,5,Flyers 2 at Red Wings 5,2013-10-12,flyers,5,2,reg,2,5v5,42.9,1,2,27,44,20,35,16,29
wings,6,Red Wings 3 at Bruins 2,2013-10-14,bruins,3,2,reg,2,5v5,48.3,3,2,39,47,35,32,24,22
wings,7,Blue Jackets 1 at Red Wings 2,2013-10-15,jackets,2,1,reg,2,5v5,48.0,1,0,43,40,35,32,24,28
wings,8,Red Wings 4 at Avalanche 2,2013-10-17,avalanche,4,2,reg,2,5v5,42.6,2,0,39,43,27,30,22,26
wings,9,Red Wings 2 at Coyotes 5,2013-10-19,coyotes,2,5,reg,0,5v5,48.6,2,4,43,47,37,32,28,22
wings,10,Sharks 1 at Red Wings 0 (SO),2013-10-21,sharks,0,1,SO,1,5v5,50.0,0,0,43,28,35,23,22,20
wings,11,Senators 6 at Red Wings 1,2013-10-23,senators,1,6,reg,0,5v5,51.1,0,4,45,45,34,37,27,25
wings,12,Rangers 3 at Red Wings 2 (OT),2013-10-26,rangers,2,3,OT,1,5v5,48.4,1,1,32,37,29,35,20,32
wings,13,Red Wings 2 at Canucks 1,2013-10-30,canucks,2,1,reg,2,5v5,49.5,2,1,51,34,33,24,22,17
wings,14,Red Wings 4 at Flames 3,2013-11-01,flames,4,3,reg,2,5v5,43.7,4,2,34,37,24,27,15,17
wings,15,Red Wings 5 at Oilers 0,2013-11-02,oilers,5,0,reg,2,5v5,45.0,4,0,43,30,30,19,23,9
wings,16,Red Wings 2 at Jets 4,2013-11-04,jets,2,4,reg,0,5v5,42.8,1,4,33,54,24,39,17,36
wings,17,Stars 4 at Red Wings 3 (OT),2013-11-07,stars,3,4,OT,1,5v5,56.4,3,2,39,32,34,27,27,20
wings,18,Lightning 3 at Red Wings 2 (OT),2013-11-09,lightning,2,3,OT,1,5v5,46.5,2,2,35,47,23,39,19,27
wings,19,Jets 3 at Red Wings 2 (SO),2013-11-12,jets,2,3,SO,1,5v5,51.1,0,2,48,31,43,24,33,17
wings,20,Capitals 4 at Red Wings 3 (SO),2013-11-15,capitals,3,4,SO,1,5v5,46.4,1,3,37,33,31,29,27,22
wings,21,Red Wings 4 at Islanders 5 (SO),2013-11-16,islanders,4,5,SO,1,5v5,50.5,2,3,34,44,28,31,20,25
wings,22,Predators 2 at Red Wings 0,2013-11-19,predators,0,2,reg,0,5v5,42.5,0,1,35,27,25,22,20,15
wings,23,Hurricanes 3 at Red Wings 4,2013-11-21,hurricanes,4,3,reg,2,5v5,47.7,3,2,54,35,46,29,38,21
wings,24,Senators 4 at Red Wings 2,2013-11-23,senators,2,4,reg,0,5v5,33.8,0,2,37,22,31,20,24,15
wings,25,Red Wings 3 at Sabres 1,2013-11-24,sabres,3,1,reg,2,5v5,49.8,1,1,47,39,31,29,22,19
wings,26,Bruins 1 at Red Wings 6,2013-11-27,bruins,6,1,reg,2,5v5,45.3,5,1,30,29,26,19,20,12
wings,27,Red Wings 5 at Islanders 0,2013-11-29,islanders,5,0,reg,2,5v5,54.0,4,0,47,56,37,41,27,28
wings,28,Red Wings 4 at Senators 2,2013-12-01,senators,4,2,reg,2,5v5,48.5,3,1,33,52,23,38,19,26
wings,29,Flyers 6 at Red Wings 3,2013-12-04,flyers,3,6,reg,0,5v5,42.6,2,2,32,40,31,32,24,25
wings,30,Red Wings 3 at Devils 1,2013-12-06,devils,3,1,reg,2,5v5,44.3,2,0,24,19,22,14,16,8
wings,31,Panthers 2 at Red Wings 1,2013-12-07,panthers,1,2,reg,0,5v5,49.4,1,2,33,51,27,42,18,34
wings,32,Red Wings 2 at Panthers 3 (SO),2013-12-10,panthers,2,3,SO,1,5v5,46.8,1,2,37,42,22,31,17,22
wings,33,Red Wings 1 at Lightning 2 (SO),2013-12-12,lightning,1,2,SO,1,5v5,45.2,1,1,35,40,25,34,16,22
wings,34,Penguins 4 at Red Wings 1,2013-12-14,penguins,1,4,reg,0,5v5,44.1,1,2,37,24,26,21,16,17
wings,35,Lightning 3 at Red Wings 0,2013-12-15,lightning,0,3,reg,0,5v5,48.9,0,2,43,43,30,33,21,25
wings,36,Ducks 5 at Red Wings 2,2013-12-17,ducks,2,5,reg,0,5v5,48.9,2,4,30,37,24,27,17,23
wings,37,Flames 2 at Red Wings 3 (OT),2013-12-19,flames,3,2,OT,2,5v5,47.4,2,1,49,25,37,19,27,17
wings,38,Red Wings 5 at Maple Leafs 4 (SO),2013-12-21,leafs,5,4,SO,2,5v5,50.7,4,3,67,30,55,24,31,15
wings,39,Islanders 3 at Red Wings 0,2013-12-23,islanders,0,3,reg,0,5v5,56.0,0,3,45,32,35,23,23,18
wings,40,Red Wings 4 at Panthers 3,2013-12-28,panthers,4,3,reg,2,5v5,40.8,2,2,36,45,26,28,24,22
wings,41,Red Wings 4 at Predators 6,2013-12-30,predators,4,6,reg,0,5v5,47.8,3,5,51,39,35,33,21,25
wings,42,Maple Leafs 3 at Red Wings 2 (SO),2014-01-01,leafs,2,3,SO,1,5v5,47.6,2,2,43,30,36,25,28,19
wings,43,Red Wings 5 at Stars 1,2014-01-04,stars,5,1,reg,2,5v5,41.8,5,0,39,63,29,47,19,31
wings,44,Red Wings 1 at Sharks 4,2014-01-09,sharks,1,4,reg,0,5v5,45.1,1,3,43,44,28,36,22,20
wings,45,Red Wings 3 at Kings 1,2014-01-11,kings,3,1,reg,2,5v5,41.4,3,0,30,58,26,52,18,35
wings,46,Red Wings 0 at Ducks 1,2014-01-12,ducks,0,1,reg,0,5v5,40.6,0,1,41,29,27,21,12,16
wings,47,Red Wings 0 at Rangers 1,2014-01-16,rangers,0,1,reg,0,5v5,50.6,0,1,42,62,37,50,30,43
wings,48,Kings 2 at Red Wings 3 (SO),2014-01-18,kings,3,2,SO,2,5v5,46.7,1,0,51,39,38,30,26,24
wings,49,Blues 4 at Red Wings 1,2014-01-20,blues,1,4,reg,0,5v5,43.2,0,2,36,36,26,28,15,20
wings,50,Blackhawks 4 at Red Wings 5 (SO),2014-01-22,blackhawks,5,4,SO,2,5v5,47.5,4,3,44,38,35,30,24,24
wings,51,Canadiens 1 at Red Wings 4,2014-01-24,canadiens,4,1,reg,2,5v5,42.4,3,0,35,41,30,33,21,25
wings,52,Panthers 5 at Red Wings 4 (SO),2014-01-26,panthers,4,5,SO,1,5v5,44.4,3,3,39,29,28,28,21,26
wings,53,Red Wings 0 at Flyers 5,2014-01-28,flyers,0,5,reg,0,5v5,46.9,0,4,51,38,38,30,28,22
wings,54,Capitals 3 at Red Wings 4 (SO),2014-01-31,capitals,4,3,SO,2,5v5,46.2,3,1,45,37,37,27,27,20
wings,55,Red Wings 5 at Capitals 6 (OT),2014-02-02,capitals,5,6,OT,1,5v5,49.0,3,3,50,36,34,28,24,19
wings,56,Canucks 0 at Red Wings 2,2014-02-03,canucks,2,0,reg,2,5v5,46.6,1,0,38,22,31,20,21,15
wings,57,Red Wings 3 at Panthers 1,2014-02-06,panthers,3,1,reg,2,5v5,42.5,1,1,32,30,25,24,19,18
wings,58,Red Wings 2 at Lightning 4,2014-02-08,lightning,2,4,reg,0,5v5,51.1,2,2,52,37,41,28,28,20
wings,59,Red Wings 2 at Canadiens 1 (OT),2014-02-26,canadiens,2,1,OT,2,5v5,54.5,0,0,57,38,37,20,25,12
wings,60,Red Wings 6 at Senators 1,2014-02-27,senators,6,1,reg,2,5v5,40.0,4,1,27,47,24,38,21,29
wings,61,Red Wings 3 at Devils 4,2014-03-04,devils,3,4,reg,0,5v5,49.0,1,3,23,36,19,31,15,25
wings,62,Avalanche 3 at Red Wings 2 (OT),2014-03-06,avalanche,2,3,OT,1,5v5,56.3,1,2,55,34,43,27,35,22
wings,63,Devils 4 at Red Wings 7,2014-03-07,devils,7,4,reg,2,5v5,49.7,6,3,37,37,34,24,29,20
wings,64,Red Wings 0 at Rangers 3,2014-03-09,rangers,0,3,reg,0,5v5,48.2,0,3,38,47,30,33,26,25
wings,65,Red Wings 1 at Blue Jackets 4,2014-03-11,jackets,1,4,reg,0,5v5,45.9,1,4,45,45,37,36,30,31
wings,66,Oilers 1 at Red Wings 2 (SO),2014-03-14,oilers,2,1,SO,2,5v5,47.9,1,1,46,36,35,24,17,19
wings,67,Red Wings 1 at Blackhawks 4,2014-03-16,blackhawks,1,4,reg,0,5v5,44.4,0,1,34,42,27,27,16,23
wings,68,Maple Leafs 2 at Red Wings 3,2014-03-18,leafs,3,2,reg,2,5v5,43.4,3,0,43,46,34,34,23,26
wings,69,Penguins 4 at Red Wings 5 (OT),2014-03-20,penguins,5,4,OT,2,5v5,39.7,2,3,32,34,23,27,15,23
wings,70,Red Wings 3 at Wild 2,2014-03-22,wild,3,2,reg,2,5v5,51.1,1,0,39,39,33,31,24,23
wings,71,Wild 4 at Red Wings 3 (OT),2014-03-23,wild,3,4,OT,1,5v5,51.5,2,2,30,43,24,31,13,22
wings,72,Red Wings 2 at Blue Jackets 4,2014-03-25,jackets,2,4,reg,0,5v5,48.8,2,1,41,39,32,29,25,24
wings,73,Canadiens 5 at Red Wings 4,2014-03-27,canadiens,4,5,reg,0,5v5,47.8,4,4,42,32,33,26,24,21
wings,74,Red Wings 4 at Maple Leafs 2,2014-03-29,leafs,4,2,reg,2,5v5,46.2,3,2,42,39,29,29,21,22
wings,75,Lightning 2 at Red Wings 3,2014-03-30,lightning,3,2,reg,2,5v5,45.4,2,2,38,33,31,27,27,19
wings,76,Bruins 2 at Red Wings 3,2014-04-02,bruins,3,2,reg,2,5v5,47.4,3,1,27,42,24,33,18,23
wings,77,Sabres 2 at Red Wings 3,2014-04-04,sabres,3,2,reg,2,5v5,50.8,2,1,57,38,37,25,28,21
wings,78,Red Wings 3 at Canadiens 5,2014-04-05,canadiens,3,5,reg,0,5v5,44.1,1,5,40,34,26,26,22,23
wings,79,Red Wings 4 at Sabres 2,2014-04-08,sabres,4,2,reg,2,5v5,44.8,3,2,45,31,32,23,25,20
wings,80,Red Wings 3 at Penguins 4 (SO),2014-04-09,penguins,3,4,SO,1,5v5,51.3,3,1,53,37,38,26,29,17
wings,81,Hurricanes 2 at Red Wings 1,2014-04-11,hurricanes,1,2,reg,0,5v5,51.3,0,1,37,25,31,18,24,15
wings,82,Red Wings 3 at Blues 0,2014-04-13,blues,3,0,reg,2,5v5,46.9,3,0,36,37,29,26,17,21
oilers,1,Jets 5 at Oilers 4,2013-10-01,jets,4,5,reg,0,5v5,44.1,2,4,48,39,30,31,23,21
oilers,2,Oilers 2 at Canucks 6,2013-10-05,canucks,2,6,reg,0,5v5,37.0,0,2,28,37,19,25,11,21
oilers,3,Devils 4 at Oilers 5 (SO),2013-10-07,devils,5,4,SO,2,5v5,48.3,3,2,36,36,24,27,15,18
oilers,4,Canadiens 4 at Oilers 1,2013-10-10,canadiens,1,4,reg,0,5v5,45.6,0,2,46,45,31,27,24,21
oilers,5,Oilers 5 at Maple Leafs 6 (OT),2013-10-12,leafs,5,6,OT,1,5v5,47.6,4,3,40,46,29,28,22,17
oilers,6,Oilers 2 at Capitals 4,2013-10-14,capitals,2,4,reg,0,5v5,48.0,2,2,41,40,31,26,22,17
oilers,7,Oilers 2 at Penguins 3,2013-10-15,penguins,2,3,reg,0,5v5,50.1,2,2,39,41,23,29,15,23
oilers,8,Oilers 2 at Islanders 3,2013-10-17,islanders,2,3,reg,0,5v5,45.1,2,2,30,43,23,37,18,30
oilers,9,Oilers 3 at Senators 1,2013-10-19,senators,3,1,reg,2,5v5,37.3,2,1,17,47,17,35,15,23
oilers,10,Oilers 4 at Canadiens 3,2013-10-22,canadiens,4,3,reg,2,5v5,48.8,3,1,42,61,26,34,23,24
oilers,11,Capitals 4 at Oilers 1,2013-10-24,capitals,1,4,reg,0,5v5,49.5,1,4,43,37,34,31,23,23
oilers,12,Oilers 4 at Coyotes 5,2013-10-26,coyotes,4,5,reg,0,5v5,45.6,4,3,39,34,31,26,24,17
oilers,13,Oilers 1 at Kings 2 (SO),2013-10-27,kings,1,2,SO,1,5v5,44.0,0,1,21,59,16,49,11,40
oilers,14,Maple Leafs 4 at Oilers 0,2013-10-29,leafs,0,4,reg,0,5v5,53.8,0,4,65,42,45,31,35,23
oilers,15,Red Wings 5 at Oilers 0,2013-11-02,wings,0,5,reg,0,5v5,45.0,0,4,30,43,19,30,9,23
oilers,16,Oilers 4 at Panthers 3 (OT),2013-11-05,panthers,4,3,OT,2,5v5,51.8,2,2,33,40,23,28,18,19
oilers,17,Oilers 2 at Lightning 4,2013-11-07,lightning,2,4,reg,0,5v5,49.6,1,3,46,43,38,31,31,24
oilers,18,Oilers 2 at Flyers 4,2013-11-09,flyers,2,4,reg,0,5v5,41.7,1,3,32,47,22,34,19,20
oilers,19,Oilers 4 at Blackhawks 5,2013-11-10,blackhawks,4,5,reg,0,5v5,49.6,1,4,25,56,22,38,15,31
oilers,20,Stars 3 at Oilers 0,2013-11-13,stars,0,3,reg,0,5v5,41.0,0,1,25,41,19,29,14,14
oilers,21,Sharks 3 at Oilers 1,2013-11-15,sharks,1,3,reg,0,5v5,43.7,0,2,51,42,36,35,24,24
oilers,22,Oilers 4 at Flames 2,2013-11-16,flames,4,2,reg,2,5v5,49.6,3,2,33,51,26,39,19,30
oilers,23,Blue Jackets 0 at Oilers 7,2013-11-19,jackets,7,0,reg,2,5v5,51.8,4,0,44,38,35,26,25,14
oilers,24,Panthers 1 at Oilers 4,2013-11-21,panthers,4,1,reg,2,5v5,43.7,1,1,39,43,33,29,25,16
